sound,url,value,page,page_order,page_duration,is_replicate,on_web,experiment,submission_id
STL1,sounds/Raft Monk - Tiring/STL1_vocals.flac,False,Set 10,6,53.37396825396826,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAK2,sounds/Raft Monk - Tiring/TAK2_vocals.flac,True,Set 10,6,53.37396825396826,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAU1,sounds/Raft Monk - Tiring/TAU1_vocals.flac,False,Set 10,6,53.37396825396826,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
UHL3,sounds/Raft Monk - Tiring/UHL3_vocals.flac,False,Set 10,6,53.37396825396826,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
JY3,sounds/Signe Jakobsen - What Have You Done To Me/JY3_vocals.flac,True,Set 11,8,43.432925170068074,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
MDL1,sounds/Signe Jakobsen - What Have You Done To Me/MDL1_vocals.flac,False,Set 11,8,43.432925170068074,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
STL1,sounds/Signe Jakobsen - What Have You Done To Me/STL1_vocals.flac,False,Set 11,8,43.432925170068074,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAK2,sounds/Signe Jakobsen - What Have You Done To Me/TAK2_vocals.flac,False,Set 11,8,43.432925170068074,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAU1,sounds/Signe Jakobsen - What Have You Done To Me/TAU1_vocals.flac,False,Set 11,8,43.432925170068074,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
UHL3,sounds/Signe Jakobsen - What Have You Done To Me/UHL3_vocals.flac,False,Set 11,8,43.432925170068074,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
JY3,sounds/The Sunshine Garcia Band - For I Am The Moon/JY3_vocals.flac,False,Set 12,4,45.51981859410432,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
MDL1,sounds/The Sunshine Garcia Band - For I Am The Moon/MDL1_vocals.flac,False,Set 12,4,45.51981859410432,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
STL1,sounds/The Sunshine Garcia Band - For I Am The Moon/STL1_vocals.flac,False,Set 12,4,45.51981859410432,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAK2,sounds/The Sunshine Garcia Band - For I Am The Moon/TAK2_vocals.flac,False,Set 12,4,45.51981859410432,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAU1,sounds/The Sunshine Garcia Band - For I Am The Moon/TAU1_vocals.flac,True,Set 12,4,45.51981859410432,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
UHL3,sounds/The Sunshine Garcia Band - For I Am The Moon/UHL3_vocals.flac,False,Set 12,4,45.51981859410432,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
JY3,sounds/Tom McKenzie - Directions/JY3_vocals.flac,True,Set 13,12,27.942312925169972,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
MDL1,sounds/Tom McKenzie - Directions/MDL1_vocals.flac,False,Set 13,12,27.942312925169972,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
STL1,sounds/Tom McKenzie - Directions/STL1_vocals.flac,False,Set 13,12,27.942312925169972,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAK2,sounds/Tom McKenzie - Directions/TAK2_vocals.flac,False,Set 13,12,27.942312925169972,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
TAU1,sounds/Tom McKenzie - Directions/TAU1_vocals.flac,False,Set 13,12,27.942312925169972,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
UHL3,sounds/Tom McKenzie - Directions/UHL3_vocals.flac,False,Set 13,12,27.942312925169972,False,True,pickthebest,4ec635e0-7f89-11e8-8d70-d1fe8093ccf8
JY3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/JY3_vocals.flac,False,Set 3,5,41.33732426303851,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/MDL1_vocals.flac,False,Set 3,5,41.33732426303851,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/STL1_vocals.flac,False,Set 3,5,41.33732426303851,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAK2_vocals.flac,False,Set 3,5,41.33732426303851,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAU1_vocals.flac,False,Set 3,5,41.33732426303851,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/UHL3_vocals.flac,True,Set 3,5,41.33732426303851,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/Buitraker - Revo X/JY3_vocals.flac,False,Set 4,1,101.4334693877551,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/Buitraker - Revo X/MDL1_vocals.flac,False,Set 4,1,101.4334693877551,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/Buitraker - Revo X/STL1_vocals.flac,False,Set 4,1,101.4334693877551,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/Buitraker - Revo X/TAK2_vocals.flac,False,Set 4,1,101.4334693877551,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/Buitraker - Revo X/TAU1_vocals.flac,False,Set 4,1,101.4334693877551,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/Buitraker - Revo X/UHL3_vocals.flac,True,Set 4,1,101.4334693877551,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/Georgia Wonder - Siren/JY3_vocals.flac,False,Set 6,7,0,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/Georgia Wonder - Siren/MDL1_vocals.flac,False,Set 6,7,0,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/Georgia Wonder - Siren/STL1_vocals.flac,False,Set 6,7,0,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/Georgia Wonder - Siren/TAK2_vocals.flac,False,Set 6,7,0,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/Georgia Wonder - Siren/TAU1_vocals.flac,False,Set 6,7,0,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/Georgia Wonder - Siren/UHL3_vocals.flac,False,Set 6,7,0,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/James Elder_Mark M Thompson - The English Actor/JY3_vocals.flac,False,Set 8,4,61.59963718820859,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/James Elder_Mark M Thompson - The English Actor/MDL1_vocals.flac,False,Set 8,4,61.59963718820859,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/James Elder_Mark M Thompson - The English Actor/STL1_vocals.flac,False,Set 8,4,61.59963718820859,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/James Elder_Mark M Thompson - The English Actor/TAK2_vocals.flac,False,Set 8,4,61.59963718820859,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/James Elder_Mark M Thompson - The English Actor/TAU1_vocals.flac,True,Set 8,4,61.59963718820859,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/James Elder_Mark M Thompson - The English Actor/UHL3_vocals.flac,False,Set 8,4,61.59963718820859,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/Juliet_s Rescue - Heartbeats/JY3_vocals.flac,False,Set 9,3,49.48172335600907,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/Juliet_s Rescue - Heartbeats/MDL1_vocals.flac,False,Set 9,3,49.48172335600907,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/Juliet_s Rescue - Heartbeats/STL1_vocals.flac,False,Set 9,3,49.48172335600907,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/Juliet_s Rescue - Heartbeats/TAK2_vocals.flac,True,Set 9,3,49.48172335600907,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/Juliet_s Rescue - Heartbeats/TAU1_vocals.flac,False,Set 9,3,49.48172335600907,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/Juliet_s Rescue - Heartbeats/UHL3_vocals.flac,False,Set 9,3,49.48172335600907,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/Signe Jakobsen - What Have You Done To Me/JY3_vocals.flac,False,Set 11,2,56.856961451247145,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/Signe Jakobsen - What Have You Done To Me/MDL1_vocals.flac,False,Set 11,2,56.856961451247145,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/Signe Jakobsen - What Have You Done To Me/STL1_vocals.flac,False,Set 11,2,56.856961451247145,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/Signe Jakobsen - What Have You Done To Me/TAK2_vocals.flac,False,Set 11,2,56.856961451247145,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/Signe Jakobsen - What Have You Done To Me/TAU1_vocals.flac,True,Set 11,2,56.856961451247145,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/Signe Jakobsen - What Have You Done To Me/UHL3_vocals.flac,False,Set 11,2,56.856961451247145,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/The Sunshine Garcia Band - For I Am The Moon/JY3_vocals.flac,True,Set 12,0,80.8780045351474,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/The Sunshine Garcia Band - For I Am The Moon/MDL1_vocals.flac,False,Set 12,0,80.8780045351474,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/The Sunshine Garcia Band - For I Am The Moon/STL1_vocals.flac,False,Set 12,0,80.8780045351474,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/The Sunshine Garcia Band - For I Am The Moon/TAK2_vocals.flac,False,Set 12,0,80.8780045351474,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/The Sunshine Garcia Band - For I Am The Moon/TAU1_vocals.flac,False,Set 12,0,80.8780045351474,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/The Sunshine Garcia Band - For I Am The Moon/UHL3_vocals.flac,False,Set 12,0,80.8780045351474,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/Tom McKenzie - Directions/JY3_vocals.flac,False,Set 13,6,37.976235827664425,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
MDL1,sounds/Tom McKenzie - Directions/MDL1_vocals.flac,False,Set 13,6,37.976235827664425,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
STL1,sounds/Tom McKenzie - Directions/STL1_vocals.flac,False,Set 13,6,37.976235827664425,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAK2,sounds/Tom McKenzie - Directions/TAK2_vocals.flac,False,Set 13,6,37.976235827664425,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
TAU1,sounds/Tom McKenzie - Directions/TAU1_vocals.flac,False,Set 13,6,37.976235827664425,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
UHL3,sounds/Tom McKenzie - Directions/UHL3_vocals.flac,True,Set 13,6,37.976235827664425,False,True,pickthebest,00b14790-7ec7-11e8-af0a-7d93e525cf63
JY3,sounds/Al James - Schoolboy Facination/JY3_vocals.flac,False,Set 1,1,69.05614512471656,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Al James - Schoolboy Facination/MDL1_vocals.flac,False,Set 1,1,69.05614512471656,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Al James - Schoolboy Facination/STL1_vocals.flac,False,Set 1,1,69.05614512471656,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Al James - Schoolboy Facination/TAK2_vocals.flac,True,Set 1,1,69.05614512471656,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Al James - Schoolboy Facination/TAU1_vocals.flac,False,Set 1,1,69.05614512471656,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Al James - Schoolboy Facination/UHL3_vocals.flac,False,Set 1,1,69.05614512471656,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Angels In Amplifiers - I_m Alright/JY3_vocals.flac,False,Set 2,7,53.849977324262966,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Angels In Amplifiers - I_m Alright/MDL1_vocals.flac,False,Set 2,7,53.849977324262966,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Angels In Amplifiers - I_m Alright/STL1_vocals.flac,False,Set 2,7,53.849977324262966,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Angels In Amplifiers - I_m Alright/TAK2_vocals.flac,False,Set 2,7,53.849977324262966,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Angels In Amplifiers - I_m Alright/TAU1_vocals.flac,False,Set 2,7,53.849977324262966,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Angels In Amplifiers - I_m Alright/UHL3_vocals.flac,True,Set 2,7,53.849977324262966,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/JY3_vocals.flac,False,Set 3,0,79.15972789115646,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/MDL1_vocals.flac,False,Set 3,0,79.15972789115646,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/STL1_vocals.flac,False,Set 3,0,79.15972789115646,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAK2_vocals.flac,True,Set 3,0,79.15972789115646,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAU1_vocals.flac,False,Set 3,0,79.15972789115646,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/UHL3_vocals.flac,False,Set 3,0,79.15972789115646,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Buitraker - Revo X/JY3_vocals.flac,False,Set 4,2,65.02458049886621,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Buitraker - Revo X/MDL1_vocals.flac,False,Set 4,2,65.02458049886621,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Buitraker - Revo X/STL1_vocals.flac,False,Set 4,2,65.02458049886621,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Buitraker - Revo X/TAK2_vocals.flac,False,Set 4,2,65.02458049886621,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Buitraker - Revo X/TAU1_vocals.flac,True,Set 4,2,65.02458049886621,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Buitraker - Revo X/UHL3_vocals.flac,False,Set 4,2,65.02458049886621,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Enda Reilly - Cur An Long Ag Seol/JY3_vocals.flac,True,Set 5,3,63.28018140589572,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Enda Reilly - Cur An Long Ag Seol/MDL1_vocals.flac,False,Set 5,3,63.28018140589572,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Enda Reilly - Cur An Long Ag Seol/STL1_vocals.flac,False,Set 5,3,63.28018140589572,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Enda Reilly - Cur An Long Ag Seol/TAK2_vocals.flac,False,Set 5,3,63.28018140589572,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Enda Reilly - Cur An Long Ag Seol/TAU1_vocals.flac,False,Set 5,3,63.28018140589572,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Enda Reilly - Cur An Long Ag Seol/UHL3_vocals.flac,False,Set 5,3,63.28018140589572,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Georgia Wonder - Siren/JY3_vocals.flac,False,Set 6,9,46.376054421768686,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Georgia Wonder - Siren/MDL1_vocals.flac,False,Set 6,9,46.376054421768686,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Georgia Wonder - Siren/STL1_vocals.flac,False,Set 6,9,46.376054421768686,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Georgia Wonder - Siren/TAK2_vocals.flac,False,Set 6,9,46.376054421768686,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Georgia Wonder - Siren/TAU1_vocals.flac,False,Set 6,9,46.376054421768686,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Georgia Wonder - Siren/UHL3_vocals.flac,True,Set 6,9,46.376054421768686,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Hollow Ground - Ill Fate/JY3_vocals.flac,False,Set 7,4,50.265396825396806,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Hollow Ground - Ill Fate/MDL1_vocals.flac,False,Set 7,4,50.265396825396806,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Hollow Ground - Ill Fate/STL1_vocals.flac,False,Set 7,4,50.265396825396806,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Hollow Ground - Ill Fate/TAK2_vocals.flac,True,Set 7,4,50.265396825396806,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Hollow Ground - Ill Fate/TAU1_vocals.flac,False,Set 7,4,50.265396825396806,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Hollow Ground - Ill Fate/UHL3_vocals.flac,False,Set 7,4,50.265396825396806,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/James Elder_Mark M Thompson - The English Actor/JY3_vocals.flac,False,Set 8,6,45.664943310657634,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/James Elder_Mark M Thompson - The English Actor/MDL1_vocals.flac,False,Set 8,6,45.664943310657634,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/James Elder_Mark M Thompson - The English Actor/STL1_vocals.flac,False,Set 8,6,45.664943310657634,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/James Elder_Mark M Thompson - The English Actor/TAK2_vocals.flac,False,Set 8,6,45.664943310657634,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/James Elder_Mark M Thompson - The English Actor/TAU1_vocals.flac,False,Set 8,6,45.664943310657634,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/James Elder_Mark M Thompson - The English Actor/UHL3_vocals.flac,True,Set 8,6,45.664943310657634,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Juliet_s Rescue - Heartbeats/JY3_vocals.flac,False,Set 9,12,58.192108843537426,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Juliet_s Rescue - Heartbeats/MDL1_vocals.flac,False,Set 9,12,58.192108843537426,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Juliet_s Rescue - Heartbeats/STL1_vocals.flac,False,Set 9,12,58.192108843537426,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Juliet_s Rescue - Heartbeats/TAK2_vocals.flac,True,Set 9,12,58.192108843537426,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Juliet_s Rescue - Heartbeats/TAU1_vocals.flac,False,Set 9,12,58.192108843537426,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Juliet_s Rescue - Heartbeats/UHL3_vocals.flac,False,Set 9,12,58.192108843537426,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Raft Monk - Tiring/JY3_vocals.flac,False,Set 10,5,78.0480725623583,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Raft Monk - Tiring/MDL1_vocals.flac,False,Set 10,5,78.0480725623583,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Raft Monk - Tiring/STL1_vocals.flac,False,Set 10,5,78.0480725623583,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Raft Monk - Tiring/TAK2_vocals.flac,False,Set 10,5,78.0480725623583,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Raft Monk - Tiring/TAU1_vocals.flac,False,Set 10,5,78.0480725623583,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Raft Monk - Tiring/UHL3_vocals.flac,True,Set 10,5,78.0480725623583,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Signe Jakobsen - What Have You Done To Me/JY3_vocals.flac,False,Set 11,11,32.632743764172346,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Signe Jakobsen - What Have You Done To Me/MDL1_vocals.flac,False,Set 11,11,32.632743764172346,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Signe Jakobsen - What Have You Done To Me/STL1_vocals.flac,False,Set 11,11,32.632743764172346,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Signe Jakobsen - What Have You Done To Me/TAK2_vocals.flac,False,Set 11,11,32.632743764172346,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Signe Jakobsen - What Have You Done To Me/TAU1_vocals.flac,True,Set 11,11,32.632743764172346,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Signe Jakobsen - What Have You Done To Me/UHL3_vocals.flac,False,Set 11,11,32.632743764172346,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/The Sunshine Garcia Band - For I Am The Moon/JY3_vocals.flac,False,Set 12,10,38.330340136054474,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/The Sunshine Garcia Band - For I Am The Moon/MDL1_vocals.flac,False,Set 12,10,38.330340136054474,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/The Sunshine Garcia Band - For I Am The Moon/STL1_vocals.flac,False,Set 12,10,38.330340136054474,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/The Sunshine Garcia Band - For I Am The Moon/TAK2_vocals.flac,True,Set 12,10,38.330340136054474,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/The Sunshine Garcia Band - For I Am The Moon/TAU1_vocals.flac,False,Set 12,10,38.330340136054474,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/The Sunshine Garcia Band - For I Am The Moon/UHL3_vocals.flac,False,Set 12,10,38.330340136054474,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Tom McKenzie - Directions/JY3_vocals.flac,False,Set 13,8,31.672018140589557,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
MDL1,sounds/Tom McKenzie - Directions/MDL1_vocals.flac,False,Set 13,8,31.672018140589557,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
STL1,sounds/Tom McKenzie - Directions/STL1_vocals.flac,False,Set 13,8,31.672018140589557,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAK2,sounds/Tom McKenzie - Directions/TAK2_vocals.flac,True,Set 13,8,31.672018140589557,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
TAU1,sounds/Tom McKenzie - Directions/TAU1_vocals.flac,False,Set 13,8,31.672018140589557,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
UHL3,sounds/Tom McKenzie - Directions/UHL3_vocals.flac,False,Set 13,8,31.672018140589557,False,True,pickthebest,6bf9e870-7ec4-11e8-af0a-7d93e525cf63
JY3,sounds/Al James - Schoolboy Facination/JY3_vocals.flac,False,Set 1,10,185.27201814058958,False,True,pickthebest,5c309270-8056-11e8-a82d-d9f74cbdbec5
MDL1,sounds/Al James - Schoolboy Facination/MDL1_vocals.flac,False,Set 1,10,185.27201814058958,False,True,pickthebest,5c309270-8056-11e8-a82d-d9f74cbdbec5
