sound,url,value,page,page_order,page_duration,is_replicate,on_web,experiment,submission_id
JY3,sounds/Angels In Amplifiers - I_m Alright/JY3_vocals.flac,False,Set 2,7,57.8002721088435,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Angels In Amplifiers - I_m Alright/MDL1_vocals.flac,False,Set 2,7,57.8002721088435,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Angels In Amplifiers - I_m Alright/STL1_vocals.flac,False,Set 2,7,57.8002721088435,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Angels In Amplifiers - I_m Alright/TAK2_vocals.flac,False,Set 2,7,57.8002721088435,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Angels In Amplifiers - I_m Alright/TAU1_vocals.flac,False,Set 2,7,57.8002721088435,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Angels In Amplifiers - I_m Alright/UHL3_vocals.flac,True,Set 2,7,57.8002721088435,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/JY3_vocals.flac,False,Set 3,6,45.40952380952376,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/MDL1_vocals.flac,False,Set 3,6,45.40952380952376,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/STL1_vocals.flac,False,Set 3,6,45.40952380952376,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAK2_vocals.flac,False,Set 3,6,45.40952380952376,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAU1_vocals.flac,True,Set 3,6,45.40952380952376,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/UHL3_vocals.flac,False,Set 3,6,45.40952380952376,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Buitraker - Revo X/JY3_vocals.flac,False,Set 4,1,69.51183673469387,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Buitraker - Revo X/MDL1_vocals.flac,False,Set 4,1,69.51183673469387,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Buitraker - Revo X/STL1_vocals.flac,False,Set 4,1,69.51183673469387,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Buitraker - Revo X/TAK2_vocals.flac,False,Set 4,1,69.51183673469387,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Buitraker - Revo X/TAU1_vocals.flac,True,Set 4,1,69.51183673469387,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Buitraker - Revo X/UHL3_vocals.flac,False,Set 4,1,69.51183673469387,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Enda Reilly - Cur An Long Ag Seol/JY3_vocals.flac,False,Set 5,9,2.7921995464852216,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Enda Reilly - Cur An Long Ag Seol/MDL1_vocals.flac,False,Set 5,9,2.7921995464852216,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Enda Reilly - Cur An Long Ag Seol/STL1_vocals.flac,False,Set 5,9,2.7921995464852216,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Enda Reilly - Cur An Long Ag Seol/TAK2_vocals.flac,False,Set 5,9,2.7921995464852216,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Enda Reilly - Cur An Long Ag Seol/TAU1_vocals.flac,False,Set 5,9,2.7921995464852216,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Enda Reilly - Cur An Long Ag Seol/UHL3_vocals.flac,False,Set 5,9,2.7921995464852216,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Hollow Ground - Ill Fate/JY3_vocals.flac,False,Set 7,3,80.35845804988662,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Hollow Ground - Ill Fate/MDL1_vocals.flac,False,Set 7,3,80.35845804988662,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Hollow Ground - Ill Fate/STL1_vocals.flac,False,Set 7,3,80.35845804988662,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Hollow Ground - Ill Fate/TAK2_vocals.flac,False,Set 7,3,80.35845804988662,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Hollow Ground - Ill Fate/TAU1_vocals.flac,True,Set 7,3,80.35845804988662,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Hollow Ground - Ill Fate/UHL3_vocals.flac,False,Set 7,3,80.35845804988662,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/James Elder_Mark M Thompson - The English Actor/JY3_vocals.flac,False,Set 8,8,63.480453514739224,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/James Elder_Mark M Thompson - The English Actor/MDL1_vocals.flac,False,Set 8,8,63.480453514739224,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/James Elder_Mark M Thompson - The English Actor/STL1_vocals.flac,False,Set 8,8,63.480453514739224,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/James Elder_Mark M Thompson - The English Actor/TAK2_vocals.flac,False,Set 8,8,63.480453514739224,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/James Elder_Mark M Thompson - The English Actor/TAU1_vocals.flac,False,Set 8,8,63.480453514739224,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/James Elder_Mark M Thompson - The English Actor/UHL3_vocals.flac,True,Set 8,8,63.480453514739224,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Juliet_s Rescue - Heartbeats/JY3_vocals.flac,False,Set 9,0,212.97632653061223,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Juliet_s Rescue - Heartbeats/MDL1_vocals.flac,False,Set 9,0,212.97632653061223,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Juliet_s Rescue - Heartbeats/STL1_vocals.flac,False,Set 9,0,212.97632653061223,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Juliet_s Rescue - Heartbeats/TAK2_vocals.flac,False,Set 9,0,212.97632653061223,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Juliet_s Rescue - Heartbeats/TAU1_vocals.flac,False,Set 9,0,212.97632653061223,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Juliet_s Rescue - Heartbeats/UHL3_vocals.flac,True,Set 9,0,212.97632653061223,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Raft Monk - Tiring/JY3_vocals.flac,False,Set 10,2,46.46603174603172,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Raft Monk - Tiring/MDL1_vocals.flac,False,Set 10,2,46.46603174603172,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Raft Monk - Tiring/STL1_vocals.flac,False,Set 10,2,46.46603174603172,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Raft Monk - Tiring/TAK2_vocals.flac,True,Set 10,2,46.46603174603172,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Raft Monk - Tiring/TAU1_vocals.flac,False,Set 10,2,46.46603174603172,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Raft Monk - Tiring/UHL3_vocals.flac,False,Set 10,2,46.46603174603172,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Signe Jakobsen - What Have You Done To Me/JY3_vocals.flac,False,Set 11,4,56.616054421768695,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Signe Jakobsen - What Have You Done To Me/MDL1_vocals.flac,False,Set 11,4,56.616054421768695,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Signe Jakobsen - What Have You Done To Me/STL1_vocals.flac,False,Set 11,4,56.616054421768695,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Signe Jakobsen - What Have You Done To Me/TAK2_vocals.flac,False,Set 11,4,56.616054421768695,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Signe Jakobsen - What Have You Done To Me/TAU1_vocals.flac,False,Set 11,4,56.616054421768695,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Signe Jakobsen - What Have You Done To Me/UHL3_vocals.flac,True,Set 11,4,56.616054421768695,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Tom McKenzie - Directions/JY3_vocals.flac,True,Set 13,5,34.89668934240365,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
MDL1,sounds/Tom McKenzie - Directions/MDL1_vocals.flac,False,Set 13,5,34.89668934240365,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
STL1,sounds/Tom McKenzie - Directions/STL1_vocals.flac,False,Set 13,5,34.89668934240365,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAK2,sounds/Tom McKenzie - Directions/TAK2_vocals.flac,False,Set 13,5,34.89668934240365,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
TAU1,sounds/Tom McKenzie - Directions/TAU1_vocals.flac,False,Set 13,5,34.89668934240365,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
UHL3,sounds/Tom McKenzie - Directions/UHL3_vocals.flac,False,Set 13,5,34.89668934240365,False,True,pickthebest,46c58210-7ecb-11e8-af0a-7d93e525cf63
JY3,sounds/Al James - Schoolboy Facination/JY3_vocals.flac,False,Set 1,11,85.048888888889,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Al James - Schoolboy Facination/MDL1_vocals.flac,False,Set 1,11,85.048888888889,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Al James - Schoolboy Facination/STL1_vocals.flac,False,Set 1,11,85.048888888889,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Al James - Schoolboy Facination/TAK2_vocals.flac,True,Set 1,11,85.048888888889,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Al James - Schoolboy Facination/TAU1_vocals.flac,False,Set 1,11,85.048888888889,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Al James - Schoolboy Facination/UHL3_vocals.flac,False,Set 1,11,85.048888888889,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Angels In Amplifiers - I_m Alright/JY3_vocals.flac,False,Set 2,9,88.35192743764173,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Angels In Amplifiers - I_m Alright/MDL1_vocals.flac,False,Set 2,9,88.35192743764173,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Angels In Amplifiers - I_m Alright/STL1_vocals.flac,False,Set 2,9,88.35192743764173,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Angels In Amplifiers - I_m Alright/TAK2_vocals.flac,True,Set 2,9,88.35192743764173,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Angels In Amplifiers - I_m Alright/TAU1_vocals.flac,False,Set 2,9,88.35192743764173,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Angels In Amplifiers - I_m Alright/UHL3_vocals.flac,False,Set 2,9,88.35192743764173,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/JY3_vocals.flac,False,Set 3,5,92.92045351473917,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/MDL1_vocals.flac,False,Set 3,5,92.92045351473917,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/STL1_vocals.flac,False,Set 3,5,92.92045351473917,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAK2_vocals.flac,False,Set 3,5,92.92045351473917,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Ben Carrigan - We_ll Talk About It All Tonight/TAU1_vocals.flac,False,Set 3,5,92.92045351473917,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/UHL3_vocals.flac,True,Set 3,5,92.92045351473917,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Buitraker - Revo X/JY3_vocals.flac,False,Set 4,3,123.15283446712016,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Buitraker - Revo X/MDL1_vocals.flac,False,Set 4,3,123.15283446712016,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Buitraker - Revo X/STL1_vocals.flac,False,Set 4,3,123.15283446712016,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Buitraker - Revo X/TAK2_vocals.flac,True,Set 4,3,123.15283446712016,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Buitraker - Revo X/TAU1_vocals.flac,False,Set 4,3,123.15283446712016,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Buitraker - Revo X/UHL3_vocals.flac,False,Set 4,3,123.15283446712016,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Enda Reilly - Cur An Long Ag Seol/JY3_vocals.flac,False,Set 5,7,70.47836734693874,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Enda Reilly - Cur An Long Ag Seol/MDL1_vocals.flac,False,Set 5,7,70.47836734693874,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Enda Reilly - Cur An Long Ag Seol/STL1_vocals.flac,False,Set 5,7,70.47836734693874,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Enda Reilly - Cur An Long Ag Seol/TAK2_vocals.flac,False,Set 5,7,70.47836734693874,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Enda Reilly - Cur An Long Ag Seol/TAU1_vocals.flac,True,Set 5,7,70.47836734693874,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Enda Reilly - Cur An Long Ag Seol/UHL3_vocals.flac,False,Set 5,7,70.47836734693874,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Georgia Wonder - Siren/JY3_vocals.flac,False,Set 6,10,54.16925170068032,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Georgia Wonder - Siren/MDL1_vocals.flac,False,Set 6,10,54.16925170068032,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Georgia Wonder - Siren/STL1_vocals.flac,False,Set 6,10,54.16925170068032,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Georgia Wonder - Siren/TAK2_vocals.flac,True,Set 6,10,54.16925170068032,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Georgia Wonder - Siren/TAU1_vocals.flac,False,Set 6,10,54.16925170068032,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Georgia Wonder - Siren/UHL3_vocals.flac,False,Set 6,10,54.16925170068032,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Hollow Ground - Ill Fate/JY3_vocals.flac,False,Set 7,4,54.27954648526077,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Hollow Ground - Ill Fate/MDL1_vocals.flac,False,Set 7,4,54.27954648526077,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Hollow Ground - Ill Fate/STL1_vocals.flac,False,Set 7,4,54.27954648526077,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Hollow Ground - Ill Fate/TAK2_vocals.flac,True,Set 7,4,54.27954648526077,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Hollow Ground - Ill Fate/TAU1_vocals.flac,False,Set 7,4,54.27954648526077,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Hollow Ground - Ill Fate/UHL3_vocals.flac,False,Set 7,4,54.27954648526077,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/James Elder_Mark M Thompson - The English Actor/JY3_vocals.flac,False,Set 8,12,60.24126984126997,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/James Elder_Mark M Thompson - The English Actor/MDL1_vocals.flac,False,Set 8,12,60.24126984126997,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/James Elder_Mark M Thompson - The English Actor/STL1_vocals.flac,False,Set 8,12,60.24126984126997,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/James Elder_Mark M Thompson - The English Actor/TAK2_vocals.flac,False,Set 8,12,60.24126984126997,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/James Elder_Mark M Thompson - The English Actor/TAU1_vocals.flac,False,Set 8,12,60.24126984126997,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/James Elder_Mark M Thompson - The English Actor/UHL3_vocals.flac,True,Set 8,12,60.24126984126997,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Juliet_s Rescue - Heartbeats/JY3_vocals.flac,False,Set 9,8,80.07981859410427,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Juliet_s Rescue - Heartbeats/MDL1_vocals.flac,False,Set 9,8,80.07981859410427,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Juliet_s Rescue - Heartbeats/STL1_vocals.flac,False,Set 9,8,80.07981859410427,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Juliet_s Rescue - Heartbeats/TAK2_vocals.flac,False,Set 9,8,80.07981859410427,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Juliet_s Rescue - Heartbeats/TAU1_vocals.flac,True,Set 9,8,80.07981859410427,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Juliet_s Rescue - Heartbeats/UHL3_vocals.flac,False,Set 9,8,80.07981859410427,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Raft Monk - Tiring/JY3_vocals.flac,True,Set 10,6,63.306303854875296,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Raft Monk - Tiring/MDL1_vocals.flac,False,Set 10,6,63.306303854875296,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Raft Monk - Tiring/STL1_vocals.flac,False,Set 10,6,63.306303854875296,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Raft Monk - Tiring/TAK2_vocals.flac,False,Set 10,6,63.306303854875296,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Raft Monk - Tiring/TAU1_vocals.flac,False,Set 10,6,63.306303854875296,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Raft Monk - Tiring/UHL3_vocals.flac,False,Set 10,6,63.306303854875296,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Signe Jakobsen - What Have You Done To Me/JY3_vocals.flac,False,Set 11,2,140.3675283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Signe Jakobsen - What Have You Done To Me/MDL1_vocals.flac,False,Set 11,2,140.3675283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Signe Jakobsen - What Have You Done To Me/STL1_vocals.flac,False,Set 11,2,140.3675283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Signe Jakobsen - What Have You Done To Me/TAK2_vocals.flac,True,Set 11,2,140.3675283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Signe Jakobsen - What Have You Done To Me/TAU1_vocals.flac,False,Set 11,2,140.3675283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Signe Jakobsen - What Have You Done To Me/UHL3_vocals.flac,False,Set 11,2,140.3675283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/The Sunshine Garcia Band - For I Am The Moon/JY3_vocals.flac,False,Set 12,0,81.4875283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/The Sunshine Garcia Band - For I Am The Moon/MDL1_vocals.flac,False,Set 12,0,81.4875283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/The Sunshine Garcia Band - For I Am The Moon/STL1_vocals.flac,False,Set 12,0,81.4875283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/The Sunshine Garcia Band - For I Am The Moon/TAK2_vocals.flac,True,Set 12,0,81.4875283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/The Sunshine Garcia Band - For I Am The Moon/TAU1_vocals.flac,False,Set 12,0,81.4875283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/The Sunshine Garcia Band - For I Am The Moon/UHL3_vocals.flac,False,Set 12,0,81.4875283446712,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Tom McKenzie - Directions/JY3_vocals.flac,False,Set 13,1,72.87292517006803,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
MDL1,sounds/Tom McKenzie - Directions/MDL1_vocals.flac,False,Set 13,1,72.87292517006803,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
STL1,sounds/Tom McKenzie - Directions/STL1_vocals.flac,False,Set 13,1,72.87292517006803,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAK2,sounds/Tom McKenzie - Directions/TAK2_vocals.flac,False,Set 13,1,72.87292517006803,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
TAU1,sounds/Tom McKenzie - Directions/TAU1_vocals.flac,True,Set 13,1,72.87292517006803,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
UHL3,sounds/Tom McKenzie - Directions/UHL3_vocals.flac,False,Set 13,1,72.87292517006803,False,True,pickthebest,18709dc0-7ec9-11e8-af0a-7d93e525cf63
JY3,sounds/Al James - Schoolboy Facination/JY3_vocals.flac,False,Set 1,12,49.13632653061222,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
MDL1,sounds/Al James - Schoolboy Facination/MDL1_vocals.flac,False,Set 1,12,49.13632653061222,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
STL1,sounds/Al James - Schoolboy Facination/STL1_vocals.flac,False,Set 1,12,49.13632653061222,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
TAK2,sounds/Al James - Schoolboy Facination/TAK2_vocals.flac,True,Set 1,12,49.13632653061222,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
TAU1,sounds/Al James - Schoolboy Facination/TAU1_vocals.flac,False,Set 1,12,49.13632653061222,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
UHL3,sounds/Al James - Schoolboy Facination/UHL3_vocals.flac,False,Set 1,12,49.13632653061222,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
JY3,sounds/Angels In Amplifiers - I_m Alright/JY3_vocals.flac,False,Set 2,7,56.023945578231235,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
MDL1,sounds/Angels In Amplifiers - I_m Alright/MDL1_vocals.flac,False,Set 2,7,56.023945578231235,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
STL1,sounds/Angels In Amplifiers - I_m Alright/STL1_vocals.flac,False,Set 2,7,56.023945578231235,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
TAK2,sounds/Angels In Amplifiers - I_m Alright/TAK2_vocals.flac,False,Set 2,7,56.023945578231235,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
TAU1,sounds/Angels In Amplifiers - I_m Alright/TAU1_vocals.flac,True,Set 2,7,56.023945578231235,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
UHL3,sounds/Angels In Amplifiers - I_m Alright/UHL3_vocals.flac,False,Set 2,7,56.023945578231235,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
JY3,sounds/Ben Carrigan - We_ll Talk About It All Tonight/JY3_vocals.flac,False,Set 3,9,47.15972789115642,False,True,pickthebest,91cbabb0-803b-11e8-a82d-d9f74cbdbec5
